Latitude,Longitude,Avg_Humidity,Avg_Temp,Avg_Temp_Max,Avg_Temp_Min
-4.90083,-80.81583,35,-35,198,113
50.59986,16.73896,39,140,-44,169
5.4918,153.54,60,133,11,112
7.03889,124.48278,2,168,121,144
38.6961,-9.3557,29,49,192,-25
47.3333,17.4667,75,-36,26,100
33.8444,-84.474,35,49,109,11
52.4338,53.1583,13,159,54,132
6.88333,124.7,59,57,112,78
-46.6,168.33333,19,80,111,73
-28.70008,26.45968,17,111,120,-4
9.44394,-78.58666,83,-21,137,116
-8.7818,120.7152,93,35,159,186
7.22889,124.31056,62,49,199,61
13.78333,-14.93333,15,169,-19,161
12.93646,101.52303,95,81,-42,108
-6.3788,106.121,96,116,-49,36
44.96694,15.94306,47,5,36,164
44.5468,4.6817,93,127,-18,112
56.0017,55.928,47,96,-24,14
12.71402,121.51242,69,-13,158,146
-29.74556,-50.00972,92,61,-33,81
49.854,18.54169,48,181,59,-33
-6.7406,111.0331,32,55,14,84
7.1127,5.1159,40,74,38,39
45.6476,5.8608,84,166,46,95
-13.88695,-171.58805,3,-47,99,10
40.785,20.70611,86,64,16,1
48.86723,17.25676,32,160,152,115
38.91655,22.30336,43,84,167,-32
18.7606,-98.9589,33,107,33,90
31.31465,110.6692,28,160,53,142
35.26,-80.8042,52,46,-21,174
23.9196,115.7801,35,-32,-2,180
47.09338,40.7422,6,-31,106,95
40.45076,50.08686,21,110,137,52
19.66825,-72.67761,56,169,83,132
-11.56389,-39.28278,88,178,84,6
57.42972,60.05972,14,57,-50,-2
44.90452,-76.02333,93,23,10,-48
-21.76333,-52.11556,92,47,-50,-9
32.9169,119.69214,78,83,169,6
53.84458,18.10006,43,48,119,68
-42.91147,-71.31947,85,-34,67,32
52.46527,17.67812,100,175,51,31
38.7167,-9.35,69,37,121,160
38.26786,114.68318,20,62,161,0
-9.6553,124.2654,86,100,152,175
32.6868,120.25441,42,-49,172,94
41.4167,-7.6514,69,88,-46,65
41.4803,-8.2434,2,-48,114,29
30.64154,109.26175,2,85,127,91
42.5032,-96.3829,64,112,150,154
47.5,19.0833,46,136,153,32
15.1375,-87.12778,48,143,-30,168
59.2968,18.0313,99,174,178,167
17.14854,121.88924,11,195,168,156
18.36304,103.65194,62,33,121,79
54.2862,40.3572,19,196,148,7
50.32372,12.51747,96,80,158,50
-8.2994,113.6793,55,114,96,20
-7.0985,108.101,61,99,80,9
49.05351,16.83676,32,132,195,88
42.13333,25.85,33,116,-33,166
55.61667,23.18333,34,17,33,167
42.0333,-8.5333,21,10,161,-40
36.06667,139.6,5,-7,40,155
60.2,23.13333,73,24,5,159
65.9338,111.4834,24,-4,-46,92
51.16707,18.00453,55,25,70,36
61.1,21.83333,47,39,40,-19
9.08333,3.85,69,-10,-44,-36
-27.98299,30.71769,81,75,-18,151
44.4,108.25,96,83,186,84
34.13744,103.16894,54,69,97,116
41.7691,-72.701,26,139,8,103
37.71727,126.94122,8,108,84,162
-33.4615,-62.43844,30,185,-40,71
62.47283,21.33707,18,84,134,185
-8.7946,121.5676,74,28,141,-38
10.85953,-74.77386,66,197,-42,135
22.7279,115.50258,55,-30,-2,-46
35.0942,-85.1757,82,31,184,105
58.4167,15.6167,82,108,92,130
-28.3529,-59.25795,2,46,193,56
33.26611,116.56605,44,52,101,97
49.71431,28.83385,67,117,-12,14
45.89083,28.84833,45,18,6,42
50.04491,13.37502,26,90,95,129
49.90038,21.98124,66,50,146,1
17.11667,121.86667,49,100,67,193
51.50008,-107.05128,80,21,94,197
8.825,125.19306,92,60,67,-2
-6.54157,-80.01517,61,58,195,106
30.98758,109.02418,68,105,92,182
49.10056,142.95917,99,144,-17,-28
-23.2325,-51.66556,59,-31,57,33
42.93444,119.02389,76,-45,35,-17
35.50056,11.06056,63,179,128,188
36.36476,107.90748,78,12,38,40
57.7072,11.9668,92,7,-25,178
52.7025,21.08276,77,-38,-5,166
33.4226,-111.7236,51,124,-35,-36
7.84468,98.33897,22,113,167,-26
34.53,108.83417,57,174,110,109
52.10727,22.13052,71,0,195,146
-26.48417,-51.99056,41,-18,118,144
-6.538,106.4032,9,191,51,62
-11.73028,-40.55528,51,115,156,38
13.62793,25.34936,45,115,-43,-3
59.3793,13.5036,19,124,48,164
17.70039,121.50448,64,140,103,158
38.6,-8.4667,25,199,78,199
9.00814,1.6654,73,114,166,160
24.51326,112.34514,62,42,16,83
50.3425,13.95986,68,65,37,63
10.93294,123.09,47,27,-11,191
14.1525,120.86111,84,7,130,17
51.75084,23.33814,69,139,-16,113
40.51903,50.11438,28,32,-24,169
-34.9,-54.95,39,86,178,118
42.0678,48.28987,33,-9,187,5
-6.6317,106.4161,3,124,96,167
24.86945,116.22279,53,7,58,37
1.04333,33.7975,63,47,197,189
35.59667,116.99111,82,199,-20,48
46.80528,16.2225,69,135,-2,169
34.76615,135.62759,4,167,91,61
26.28085,117.87445,38,172,117,101
40.68748,22.1364,71,-50,142,122
-3.27778,-39.26889,19,133,142,149
28.30954,105.23075,2,-43,40,-25
-6.9885,112.4978,55,175,14,173
16.0208,-92.975,34,15,33,50
28.20389,99.80944,46,-11,116,71
33.01711,35.34835,78,84,48,-7
6.122,102.2523,16,79,190,73
3.7416,102.5443,66,-36,120,-31
54.63858,22.76316,73,68,181,69
-25.96222,32.45889,11,64,171,-45
48.74838,30.22184,5,194,102,-35
-10.70833,-38.18333,5,104,81,88
-6.9936,112.0647,62,192,21,199
16.7095,33.3565,6,77,160,-30
-34.58382,-60.94332,68,-21,32,182
37.91222,115.01639,73,12,159,-24
-8.57848,13.66425,18,18,30,64
4.66115,119.39647,34,-39,-30,100
-14.90033,50.27876,15,4,111,152
-26.5662,-54.757,48,87,13,71
30.96174,112.18476,39,179,70,192
-7.6554,108.6257,2,158,-17,82
7.58667,122.80278,46,144,-17,-5
30.07861,121.55278,4,106,157,24
54.2438,27.0758,75,42,188,180
13.54297,100.99333,74,142,95,-33
-15.24889,-40.24778,38,6,111,91
37.21949,120.55392,52,143,-3,-12
-6.6274,106.0719,75,-21,160,135
-12.03333,-75.28333,62,98,155,-9
56.03282,45.0422,74,190,-48,-3
65.8252,21.6886,60,-31,116,63
-8.2098,111.6845,55,-38,82,181
49.61018,14.90633,84,97,61,-5
33.8913,-84.0746,89,29,85,87
41.56225,26.5147,77,192,-40,111
29.07441,31.09785,10,-50,7,-40
35.42064,70.92261,100,-28,3,176
41.5111,-8.2778,39,124,37,143
13.40417,-16.65583,18,182,3,74
-7.51278,109.02722,14,4,172,67
-7.0256,108.7564,20,-39,67,-2
52.94166,20.55319,26,196,-13,113
50.8837,5.9815,8,20,-13,89
19.7608,-96.6072,64,-14,103,135
2.44962,-75.775,73,-25,175,60
14.70401,43.59904,14,175,111,-31
55.53079,45.46611,79,-29,130,5
-19.67016,30.00589,98,96,74,192
22.70497,90.37013,62,3,160,64
45.58917,17.95028,73,164,39,28
23.56134,116.8125,99,-48,137,2
32.00354,119.50006,77,158,67,80
40.07374,23.44637,9,183,3,127
46.81371,33.48698,71,173,32,10
5.89839,-4.82293,74,51,76,-3
48.8667,2.4167,81,38,-32,164
-8.1874,114.9293,78,105,40,19
36.67006,37.73278,49,151,179,-3
13.9706,121.2051,35,125,11,143
-9.5604,119.24365,51,65,138,-32
6.65972,124.87139,68,-8,-18,147
52.5125,6.0944,46,106,84,43
61.7,23.26667,58,36,94,135
18.90476,-3.52649,9,190,126,43
-13.19194,-74.11139,98,163,68,186
59.6162,16.5528,19,-46,71,182
,,57,1,131,195
-17.35,-65.86667,97,118,59,120
51.4862,12.0284,40,182,-29,-16
19.0746,-102.1804,15,119,108,-2
-0.37001,102.29221,7,45,7,88
-25.44227,-49.06795,95,181,56,42
0.88283,-77.70103,52,63,86,89
47.3167,5.0167,79,179,53,33
34.734,-86.5229,33,-25,190,188
29.7744,121.59184,41,33,118,-6
33.88333,135.15,96,33,94,-20
29.65738,117.71865,98,185,74,30
-37.76667,176.45,93,-30,-2,97
31.45786,120.87278,28,-31,-45,119
-0.58226,35.19029,25,14,155,81
38.38333,82,25,94,158,33
11.58153,108.07642,34,80,-49,67
32.73564,36.06694,31,-26,25,106
34.10167,71.14667,82,-9,68,178
46.44444,15.62139,43,-29,152,192
-5.91556,-35.26278,12,-5,159,-49
29.6,109.05,42,55,173,17
23.15374,-81.92611,52,148,161,63
44.9333,4.9,55,-8,-6,-37
52.2667,-1.1167,62,195,-1,84
4.25,10.01667,76,57,-43,25
15.6594,43.94385,50,138,2,92
41,-8.45,64,160,74,4
-5.06667,32.05,78,174,140,47
22.93523,111.72369,10,56,137,67
52.3666,4.9027,43,65,-46,-16
16.3871,119.9443,73,153,39,158
48.79284,132.92386,91,160,195,13
19.2866,-81.37436,2,40,82,59
-7.0224,108.5268,65,53,176,-43
13.6068,124.2986,4,-9,112,196
-23.42528,-51.93861,37,125,7,30
48.91517,17.48927,59,-10,54,164
42.08972,19.895,58,188,100,29
40.27443,22.54164,53,157,118,7
49.97143,82.60586,70,168,57,31
54.06853,45.08633,32,-28,-20,138
36.5009,36.59905,60,195,73,56
39.49944,106.71167,30,90,14,-26
34.47737,-5.30235,18,153,-12,127
8.51667,125.75,54,66,141,-41
53.10461,17.12533,92,-46,168,174
54.6963,45.2424,54,145,-2,60
15.3,-88.41667,42,111,-30,140
56.9055,12.4912,70,94,186,-40
13.72918,5.29752,15,-19,-4,160
51.25,22.56667,52,5,160,-30
36.499,117.996,80,194,72,106
16.3414,121.6849,100,94,188,3
47.79309,101.97235,9,-28,186,22
29.81668,114.16691,91,142,192,11
29.98521,102.999,26,7,186,189
10.51336,122.9621,19,85,49,-30
-8.2233,113.2211,7,87,127,160
54.26684,-110.73505,64,70,134,-11
9.45588,-64.82928,27,69,-16,25
-8.7433,116.8532,89,136,120,-16
44.2075,38.89111,58,-27,195,109
39.65889,20.18139,71,100,105,168
37.23136,120.16133,57,20,81,-8
15.33333,120.58333,57,59,186,6
46.13333,14.56667,39,77,48,155
